timestamp,id,latitude,longitude,no2_ug_m3
2025-05-01 00:00:00,1,35.68359101020258,-122.49313083296222,23.759825673807605
2025-05-01 00:00:00,2,40.581071604484286,-118.81842024200292,23.75967947410685
2025-05-01 00:00:00,3,38.721948505396945,-115.408657890473,24.660281684175374
2025-05-01 00:00:00,4,37.58859711567481,-116.85808366998151,25.551699381059684
2025-05-01 00:00:00,5,33.82615844376071,-116.09242017702707,26.80457605271393
2025-05-01 00:00:00,6,33.82595342285772,-117.61453132287961,31.183599691014923
2025-05-01 00:00:00,7,32.9937107034297,-117.26955138546612,29.74306105839355
2025-05-01 00:00:00,8,39.86249723908695,-115.65328478887722,24.593314598454594
2025-05-01 00:00:00,9,37.609477599817275,-121.82841950875039,29.0886556555409
2025-05-01 00:00:00,10,38.518616911266385,-119.35892287447565,23.87948173667366
2025-05-01 00:00:00,11,32.67496820151432,-122.1215427492581,21.36376928814613
2025-05-01 00:00:00,12,40.74423374337695,-114.22701951763453,26.326068094541576
2025-05-01 00:00:00,13,39.57576244680359,-114.67618880122788,26.105265845641547
2025-05-01 00:00:00,14,34.30488244076535,-123.99390384290439,24.57801174124529
2025-05-01 00:00:00,15,34.04551222126035,-117.13257572308841,29.450360557095486
2025-05-01 00:00:00,16,34.058938333754185,-114.86994233061864,25.77883105096462
2025-05-01 00:00:00,17,35.08605906515607,-122.54007394518847,22.660603945048237
2025-05-01 00:00:00,18,36.96042966887402,-118.55016412530792,24.239643799653575
2025-05-01 00:00:00,19,36.171532658457984,-114.97047053484316,26.191779732713698
2025-05-01 00:00:00,20,34.97544769168336,-124.05035642056627,23.11873652833556
2025-05-01 00:00:00,21,37.700749605140224,-117.21657124735755,25.441016017828687
2025-05-01 00:00:00,22,33.685697815542355,-121.33730522406273,22.981047151113923
2025-05-01 00:00:00,23,34.98322951254936,-114.87871918762173,25.7025103678894
2025-05-01 00:00:00,24,35.61407566799638,-114.3981000747967,24.94663684244186
2025-05-01 00:00:00,25,36.37659486584481,-114.67405516213162,22.57735603341004
2025-05-01 00:00:00,26,39.173995671840615,-119.51559356842813,26.747290478686303
2025-05-01 00:00:00,27,34.19722714834606,-115.52096069481007,23.966883908915833
2025-05-01 00:00:00,28,36.870992726515695,-115.70114119508877,23.785274386538248
2025-05-01 00:00:00,29,37.53552383532736,-121.11326512559447,26.330522233230035
2025-05-01 00:00:00,30,32.89482850811998,-115.86217061624802,26.814752460533978
2025-05-01 00:00:00,31,37.664131241162224,-124.01882136243043,23.936658583084423
2025-05-01 00:00:00,32,33.94945505134198,-118.25842025163485,35.02488164175943
2025-05-01 00:00:00,33,33.052938540374875,-122.03090897593667,25.64359908974995
2025-05-01 00:00:00,34,40.56552706665333,-123.15816107649404,26.04106288284068
2025-05-01 00:00:00,35,40.70787228113375,-123.60738202321915,25.264923797912317
2025-05-01 00:00:00,36,39.37137745898992,-117.22822560845516,24.449458272932972
2025-05-01 00:00:00,37,35.089217037973654,-120.89928787318892,23.804269177939048
2025-05-01 00:00:00,38,33.330212969054266,-116.93490225325375,27.36412693886438
2025-05-01 00:00:00,39,38.315980725353334,-123.7268296897709,24.19902739405619
2025-05-01 00:00:00,40,36.241296196786614,-121.15250952034472,20.73574074403335
2025-05-01 00:00:00,41,33.53732499618062,-118.84323968853403,32.29236436258541
2025-05-01 00:00:00,42,36.7090037359458,-116.25555140215867,26.362229874093604
2025-05-01 00:00:00,43,32.792302429479356,-121.11684921979968,21.47013676947734
2025-05-01 00:00:00,44,40.229223417669644,-117.9533188226988,23.48540394304885
2025-05-01 00:00:00,45,34.69962984360014,-115.27442919316726,25.949352460750013
2025-05-01 00:00:00,46,38.13143941700885,-118.05660916172226,28.086389836262956
2025-05-01 00:00:00,47,35.14954414675999,-122.00051741003757,25.036810715829457
2025-05-01 00:00:00,48,36.92057818001139,-124.14867194996766,24.054886557929144
2025-05-01 00:00:00,49,37.14703737441788,-115.43798159882041,24.725741139885987
2025-05-01 00:00:00,50,34.07126287196698,-124.18092506824102,27.06231493842874
2025-05-01 00:00:00,51,40.741469335998744,-115.39057277135274,24.0310537313132
2025-05-01 00:00:00,52,39.088628998569476,-118.95194751951972,23.80121861472622
2025-05-01 00:00:00,53,40.48574100329561,-114.72760270531717,24.275884716726956
